target_id,energy,jerk,torque_change,vfe,kld,bs,un,ig
dof3_IGL1_Emin,28.985916582336284,244.21902110819096,9055.87239664838,215.33643519878387,42.750806123018265,26.416404336690903,156.1691336631775,69.16721045970917
dof3_IGL2_Emin,37.3470224332232,384.7295574662928,11099.918296561456,234.0926562547684,53.074007123708725,34.39236230403185,157.08283746242523,87.46636942774057
dof3_IGL3_Emin,113.69275035470264,1120.3842661341555,25314.29152767372,297.2682145833969,63.04679851233959,48.12484623491764,165.01707661151886,111.17164474725725
dof3_IGL4_Emin,154.76648286441548,1873.81318519391,76854.89161147673,341.861273765564,71.77118054032326,56.70003202557564,168.4330152273178,128.4712125658989
dof3_IGL5_Emin,260.47224557317185,2187.2954426759884,127911.37032007816,370.4059270620346,81.88016909360886,68.11675173044205,170.8152996301651,149.9969208240509
dof3_IGL6_Emin,468.1245460578661,10497.151672968408,209584.32175977775,522.9831182956696,86.37978693842888,81.7186032384634,185.4741566181183,168.09839017689228
