energy,jerk,torque_changes,vfe,kld,bs,un,ig,vfe_squared
175.7353060639025,8670.919596436754,488788.40508743835,314.82377564907074,74.5061614215374,59.88922108709812,165.06042110919952,134.39538250863552,99114.00971393642
175.90174333267063,8866.354417876208,487725.40220495564,318.41342437267303,75.89325362443924,61.314451053738594,165.3246192932129,137.20770467817783,101387.10882073197
175.42027343902427,8769.618246754646,478269.44679669227,312.5929399728775,73.2884995341301,58.769866183400154,165.01966416835785,132.05836571753025,97714.346120887
176.76362673828137,8596.69654230416,491179.7266006573,312.0693554878235,73.94576478004456,58.951342046260834,164.7613686323166,132.8971068263054,97387.28263458554
170.26172183344516,8112.126395036333,454213.5184721036,313.7390105724335,73.29929074645042,59.05449555814266,165.23422729969025,132.3537863045931,98432.16675496953
196.66984846051815,9426.721368182161,583506.0073519313,316.33734226226807,73.71695971488953,59.164824202656746,165.4100375175476,132.88178391754627,100069.31410955533
174.21491264647136,8974.397257885392,509481.3272096897,314.422723531723,73.62588682770729,59.523714408278465,165.19016540050507,133.14960123598576,98861.64907310632
198.34312433449728,9058.445000894662,573193.0573938867,318.1824063062668,75.66201232373714,60.70039588212967,165.2974259853363,136.3624082058668,101240.04368284624
175.94025042271315,9332.583134446475,474176.646337263,321.57321548461914,75.31899969279766,61.96182311326265,165.9893387556076,137.2808228060603,103409.3329171173
176.91551795539098,9953.572769561697,476489.3636208458,324.6404764652252,74.59843757748604,61.511368446052074,166.65578997135162,136.1098060235381,105391.43895956845
156.85302855113673,7322.315971716088,412878.8448852648,307.3673712015152,74.7835069745779,58.90666504204273,163.8340048789978,133.69017201662064,94474.70087933003
187.63898314168358,8726.793770554206,545831.8728276823,315.30151641368866,73.75563529133797,58.942670077085495,165.29825794696808,132.69830536842346,99415.04625277159
207.37464755781497,11407.485310761995,607695.9184324831,333.197239279747,77.52972856163979,64.49750463664532,167.1719570159912,142.0272331982851,111020.40026364499
143.5928465756461,7515.260455748034,326922.9759147147,313.58874917030334,74.12876398861408,60.59924782067537,165.0225899219513,134.72801180928946,98337.90360619542
243.63356013002596,9563.46434470717,793849.0992740951,331.8580676317215,75.25712861120701,62.464214846491814,167.55527293682098,137.72134345769882,110129.77705226024
148.6501515006805,6672.604950746078,390521.28769689304,307.4344928264618,70.50928729772568,57.10203321278095,164.8065425157547,127.61132051050663,94515.9673794638
