target_id,energy,jerk,torque_change,vfe,kld,bs,un,ig
dof2_IGL1_Emin,9.544185594438604,191.47353398006845,886.3007621198536,210.4859207868576,39.36801555752754,24.199655272066597,156.0892140865326,63.567670829594135
dof2_IGL2_Emin,32.11554660732665,549.379009914861,4059.363147613639,240.4454680681229,52.32976880669594,34.61743853986263,158.0322540998459,86.94720734655857
dof2_IGL3_Emin,55.26264527898409,226.3800326106789,3833.384383594159,280.5500431060791,60.8723111897707,47.036517307162285,162.720010638237,107.90882849693298
dof2_IGL4_Emin,44.67707345124905,985.5150077739852,3938.801255444387,286.59700417518616,75.96501776576042,55.69197481870651,160.47049963474274,131.65699258446693
dof2_IGL5_Emin,113.1436645467026,2661.038292916385,32893.27771933936,455.3970326185226,79.46027010679245,75.00178425014019,180.1713992357254,154.46205435693264
dof2_IGL6_Emin,157.94799117845685,2300.2808836281747,10768.933316861629,457.9138095378876,94.84451428055765,81.88267907500267,177.37643158435822,176.7271933555603
